"sum.water","sum.lulc.eth_esaccilc_dst011","sum.lulc.eth_esaccilc_dst040","sum.lulc.eth_esaccilc_dst130","sum.lulc.eth_esaccilc_dst140","sum.lulc.eth_esaccilc_dst150","sum.lulc.eth_esaccilc_dst160","sum.lulc.eth_esaccilc_dst190","sum.lulc.eth_esaccilc_dst200","sum.topo","sum.slope","sum.ntl","sum.pop19","mean.water","mean.lulc.eth_esaccilc_dst011","mean.lulc.eth_esaccilc_dst040","mean.lulc.eth_esaccilc_dst130","mean.lulc.eth_esaccilc_dst140","mean.lulc.eth_esaccilc_dst150","mean.lulc.eth_esaccilc_dst160","mean.lulc.eth_esaccilc_dst190","mean.lulc.eth_esaccilc_dst200","mean.topo","mean.slope","mean.ntl","mean.pop19"
2662992.75,883206.4375,2769511.5,576800.9375,47101.96875,4808355,3279321.5,3973012.75,403901.3125,116471520,360214.875,6744.880859375,47135.54296875,16.2035942077637,5.37407398223877,16.8517322540283,3.50967860221863,0.286602824926376,29.25754737854,19.9537906646729,24.1747150421143,2.45763087272644,708.697875976562,2.19181060791016,0.0410407856106758,0.28681218624115
875194.1875,694711.9375,2081303,3186700.5,352780.34375,1773167.875,1733059.375,8576367,21589.56640625,90365488,607309.1875,10088.005859375,30713.8828125,3.90314984321594,3.09824347496033,9.28209686279297,14.2118968963623,1.57331311702728,7.90789031982422,7.72901630401611,38.248477935791,0.0962841287255287,403.007751464844,2.70844888687134,0.0449900142848492,0.160046055912971
647975.875,266490.0625,944041.6875,437714.25,186143.359375,1322503.25,882688.375,3588526.25,98860.5703125,74140320,534148.625,9412.0302734375,66531.5390625,4.00670909881592,1.64782083034515,5.83740901947021,2.70657253265381,1.15100312232971,8.17759704589844,5.45803594589233,22.1893768310547,0.611296713352203,458.440979003906,3.30286693572998,0.0581985674798489,0.434069961309433
5524089.5,1752719.125,4205102,721826.625,-27621.4453125,11385683,7144891,20660236,1207698,323881920,733249.625,14489.869140625,119531.203125,14.1131582260132,4.47791481018066,10.7433576583862,1.84415066242218,-0.0705683380365372,29.0885848999023,18.2540454864502,52.7835731506348,3.08547377586365,827.466125488281,1.87333464622498,0.0370192788541317,0.305409491062164
6572094,4002581.25,11359443,6217816.5,1475111.125,4287877,9093832,33139042,-836503.3125,348229824,2068776.875,34648.328125,85738.90625,8.97170829772949,5.46401023864746,15.5070219039917,8.48807621002197,2.01370620727539,5.85347366333008,12.4141874313354,45.2388229370117,-1.14192879199982,475.376068115234,2.82413220405579,0.0472991839051247,0.117285139858723
27734660,26431542,54074148,28522176,7104102.5,6554449,21531636,44996816,-3954494,629006336,5551188,43888.09375,72541.296875,19.8931903839111,18.9585056304932,38.7856674194336,20.4580497741699,5.09554672241211,4.70129776000977,15.4439582824707,32.2747840881348,-2.83643269538879,451.166259765625,3.9816906452179,0.0314795337617397,0.0520388446748257
15078446,17804278,22701432,9352394,3412114,6467329.5,14137418,36762364,-2421429.75,270639520,2381980.25,21933.798828125,40197.8671875,24.6305484771729,29.0831775665283,37.082649230957,15.2770776748657,5.57366704940796,10.5643424987793,23.0933856964111,60.0510940551758,-3.95539045333862,442.087982177734,3.89094996452332,0.0358287245035172,0.0656850263476372
5907602.5,2687980.75,4661470,2598397.75,304160.46875,2613930.25,6061232,20479956,-133065.203125,213621552,1196971.125,16118.60546875,71776.484375,14.6408653259277,6.6616473197937,11.5525636672974,6.43963289260864,0.753803670406342,6.47812747955322,15.0216064453125,50.7556648254395,-0.329776704311371,529.420227050781,2.96646451950073,0.0399468876421452,0.177920952439308
5394063.5,1361959.625,1195239.5,247843.75,74590.953125,783446.6875,6222330.5,5865363.5,271033.125,170902960,1586724.875,7957.794921875,49809.51171875,36.9714508056641,9.3350076675415,8.19229125976562,1.69874584674835,0.511253833770752,5.36982202529907,42.6484756469727,40.2017860412598,1.85768806934357,1171.38598632812,10.8755712509155,0.0545435212552547,0.341399371623993
54605556,32501550,53533060,20415024,19260198,8530982,20995666,32457472,-6348782,72673488,2273906.5,45292.73828125,27944.13671875,62.3727111816406,37.1246070861816,61.1476631164551,23.3188800811768,21.9997901916504,9.74443912506104,23.9821128845215,37.0742607116699,-7.25184011459351,83.0106506347656,2.59734964370728,0.0517352297902107,0.0319189429283142
39953580,13091501,29937142,9244260,7397207.5,5466214.5,19321208,20718448,-3330572.25,194111648,4340812,34566.84375,102884.9140625,46.7653388977051,15.3234958648682,35.0411796569824,10.8203315734863,8.65837097167969,6.39815950393677,22.6153163909912,24.2507743835449,-3.89840769767761,227.206100463867,5.08088493347168,0.0404602102935314,0.120425954461098
10021228,14233307,50517780,20794040,3906048.25,4574003,7913608.5,11640064,-2505155,130660440,1815091.625,16287.748046875,13120.8291015625,18.499641418457,26.2753295898438,93.2581100463867,38.3867416381836,7.21074199676514,8.44381713867188,14.6088800430298,21.4880867004395,-4.62462997436523,241.205093383789,3.35074138641357,0.0300679225474596,0.0242666229605675
5319865.5,3939987,7697541,2169231.5,1812293.875,1837854.5,3772671,7357819.5,-577048.0625,208929792,3830866.5,19193.25,101612.984375,14.7480669021606,10.9226808547974,21.3396091461182,6.01368045806885,5.02415561676025,5.09501600265503,10.458836555481,20.3978118896484,-1.59972906112671,579.208374023438,10.6201696395874,0.0532087385654449,0.281742453575134
16749493,6474645.5,7614471,4750865.5,2390600,2331919,7015692,7958109.5,-1558472.375,97307848,1283866.125,11852.4970703125,45639.125,56.7732200622559,21.9461250305176,25.8096199035645,16.1032905578613,8.10305500030518,7.90415287017822,23.780029296875,26.9743995666504,-5.28251791000366,329.829681396484,4.35172653198242,0.0401746146380901,0.1546960324049
2152573.5,594977.25,509317.84375,101786.671875,32416.8984375,304572.71875,1277515.875,1638659.375,87105.9296875,73415920,827354.3125,2917.97143554688,70831.421875,31.6218910217285,8.74037742614746,7.482017993927,1.49527394771576,0.476213067770004,4.47425603866577,18.7670555114746,24.0723514556885,1.27960979938507,1078.49987792969,12.1540603637695,0.0428657941520214,1.04053282737732
8722609,878106.125,774654.5625,198623.9375,32612.05859375,966605.875,3894730.75,6180245,357564.40625,206248272,1733007.375,7775.3125,36874.28125,47.1040420532227,4.74197006225586,4.18330812454224,1.07261383533478,0.176112428307533,5.21988821029663,21.0324192047119,33.3747062683105,1.93092787265778,1113.78686523438,9.35862827301025,0.0419884286820889,0.19912938773632
9423255,1025205.9375,2368915.75,127252.8828125,291307.8125,8462617,7353169.5,16648810,3150296.25,370587232,796612,28564.802734375,83141.859375,20.2903137207031,2.20749092102051,5.10079002380371,0.274003088474274,0.627249002456665,18.221851348877,15.8329706192017,35.848503112793,6.78327178955078,797.954772949219,1.71527862548828,0.0615062229335308,0.179581940174103
1916925.25,32356.759765625,221968.921875,-19077.669921875,615992.4375,3138467,1779966.75,1851769.625,1464338.875,87513752,626882.6875,2765.154296875,28594.0546875,27.577730178833,0.465498596429825,3.19334268569946,-0.27445974946022,8.8619384765625,45.1513671875,25.607385635376,26.6403732299805,21.0666236877441,1259.01135253906,9.01861000061035,0.0397807285189629,0.411366671323776
2687603.5,148415.890625,360040.53125,-46080.96484375,164530.8125,5647124,1283822.5,1948810.75,1323243.875,111789280,333192.84375,10347.0341796875,39064.87109375,21.4544982910156,1.18476867675781,2.87411785125732,-0.367853373289108,1.31341028213501,45.079647064209,10.2484493255615,15.5568914413452,10.5631408691406,892.38720703125,2.65979909896851,0.0825979113578796,0.311845570802689
693233.125,144053.796875,430202.1875,259117.140625,128907.765625,1490295.125,714673.625,1239779.625,246130.546875,76182408,94522.53125,11224.1455078125,41682.94140625,5.28392362594604,1.09799897670746,3.27906370162964,1.97502851486206,0.982553720474243,11.3592462539673,5.44734621047974,9.44978046417236,1.87604284286499,580.673400878906,0.720464468002319,0.0855520665645599,0.344931155443192
1690907.125,239761.984375,760786.75,-28599.361328125,226976.890625,4254961,1570624.25,4404805.5,1510076.625,125054032,297323.90625,9260.798828125,27136.6640625,11.3112936019897,1.60388362407684,5.08926963806152,-0.191314935684204,1.51835799217224,28.4634876251221,10.5066633224487,29.4658699035645,10.1016311645508,836.546752929688,1.98894309997559,0.0619499534368515,0.182421296834946
18184698,1937083.125,9190126,1470682.25,230685.625,17931242,15514498,38294136,2945575.75,699346944,2833552,49096.52734375,41215.8828125,17.6837291717529,1.88371860980988,8.9369478225708,1.43016648292542,0.224330484867096,17.437255859375,15.0870904922485,37.2391738891602,2.86442828178406,680.080688476562,2.75549077987671,0.0477439686655998,0.0401377901434898
5568671,2683888.25,7001553,1197501.5,167407.328125,2414050.75,4393230,23595818,9128.7763671875,249033616,1035527.375,13408.998046875,45413.4765625,15.4420299530029,7.4424729347229,19.4154376983643,3.32069420814514,0.464223682880402,6.6942081451416,12.1825094223022,65.4316482543945,0.0253142695873976,690.574890136719,2.87153697013855,0.037183403968811,0.126226589083672
1630653,333011.71875,961413.875,103518.671875,-12728.546875,3283529.25,1924651,5264306,616050.625,130968624,189333,5140.6455078125,61894.73046875,11.3950519561768,2.3270959854126,6.71838903427124,0.723391592502594,-0.0889474675059319,22.9454021453857,13.4495191574097,36.7871284484863,4.30498027801514,915.212707519531,1.32306468486786,0.0359229855239391,0.432555496692657
986051.25,335632.34375,607503.625,105661.4921875,-18327.556640625,3082799,1219586.125,5321537,432829.15625,125833200,347749,5085.5263671875,65273.29296875,7.1655707359314,2.4390184879303,4.41468954086304,0.767835199832916,-0.133185163140297,22.4025001525879,8.8626537322998,38.6712646484375,3.14534139633179,914.421691894531,2.52706933021545,0.0369561910629272,0.474388867616653
8752409,3948642.5,5354948.5,1601526.5,445404.71875,5237614,7996437,10553553,-194758.671875,227766880,1125307.125,16413.447265625,88876.4453125,19.969612121582,9.00927543640137,12.217921257019,3.6540641784668,1.01624131202698,11.9502096176147,18.2447757720947,24.0791263580322,-0.444363951683044,519.675903320312,2.56751561164856,0.0374491401016712,0.202782601118088
6702914.5,815469.5625,772554.375,202685.28125,44812.51171875,2364720.75,2811290.25,5614631,310015.75,204038640,1966383.625,7667.3642578125,62263.578125,32.5727920532227,3.96277189254761,3.754225730896,0.984948515892029,0.217766270041466,11.4913539886475,13.6614570617676,27.2842826843262,1.50652062892914,991.525207519531,9.55563545227051,0.0372595340013504,0.302569687366486
1619978.5,61157.72265625,150581.484375,-20844.822265625,169179.875,735305.9375,554579.6875,795878.75,472559.65625,46883228,384176.28125,2223.50805664062,47404.23828125,30.9922180175781,1.17002379894257,2.88081240653992,-0.398787558078766,3.23662304878235,14.0673236846924,10.6098041534424,15.2261571884155,9.04065799713135,896.934875488281,7.34977340698242,0.0425384938716888,0.906902492046356
1583569.5,219182.125,403028.375,74103.84375,160189.078125,1212768.625,1981299,2656122.25,785825.75,100597064,523633.4375,4288.01318359375,55584.7109375,12.751070022583,1.7648777961731,3.24522733688354,0.596692025661469,1.28985941410065,9.76534175872803,15.9536294937134,21.387378692627,6.327552318573,810.018249511719,4.2163519859314,0.0345275364816189,0.447610050439835
3196409.5,282612.6875,863563,114516.546875,173970.734375,1981046.125,2582221,2055741.25,747762.8125,114844336,570673.5,6070.423828125,46263.77734375,21.5160827636719,1.90235888957977,5.81292629241943,0.770848512649536,1.17105424404144,13.335072517395,17.381778717041,13.8378705978394,5.03343725204468,773.054992675781,3.84139084815979,0.0408620201051235,0.311416685581207
3542063.5,212788.546875,465044.0625,-22348.71875,459619.84375,3430793,2144320.5,3758018.75,2012958.125,141233104,648452.5625,6944.40283203125,41959.2265625,22.9135131835938,1.37652337551117,3.00835752487183,-0.144573256373405,2.97326827049255,22.1937065124512,13.8715515136719,24.3105220794678,13.0217714309692,913.633117675781,4.19482183456421,0.0449231527745724,0.271433085203171
1893116.875,300803.96875,1311104.875,276129.78125,32517.25,2682039.5,3007679,2836322.5,666502.1875,117612800,509273.09375,5966.40869140625,49825.70703125,11.6221761703491,1.84668827056885,8.04910278320312,1.69520914554596,0.199629098176956,16.4655113220215,18.4646682739258,17.4126815795898,4.09177398681641,722.045593261719,3.12651681900024,0.0366288274526596,0.305980801582336
1761236.5,-20642.42578125,60931.58984375,156297.515625,4201853.5,44904336,4037118,2284205,3376130,258904464,717987.625,6166.79638671875,253647.796875,13.979718208313,-0.163848116993904,0.483641147613525,1.24060297012329,33.3519821166992,356.425689697266,32.0444030761719,18.1307506561279,26.7978458404541,2055.0400390625,5.69898748397827,0.0489486083388329,2.01401877403259
670679.375,-8996.4833984375,20430.62109375,74441.140625,1880646.875,19339474,1427744.5,500010.96875,2503672.75,142451232,336564.25,3876.7490234375,142823.546875,11.4371461868286,-0.153417706489563,0.348404914140701,1.26945042610168,32.0708122253418,329.797515869141,24.3474349975586,8.52672481536865,42.6953201293945,2429.23168945312,5.73945569992065,0.0661104917526245,2.4369478225708
1978789,-8833.447265625,42590.9921875,68842.03125,3515017.5,33423052,2908703,1348807.75,4300340,216604336,548187.375,6128.6279296875,201748.234375,18.7473201751709,-0.0836892947554588,0.403512924909592,0.652218878269196,33.3017616271973,316.654602050781,27.5574531555176,12.778790473938,40.742015838623,2052.13940429688,5.19360303878784,0.0580634661018848,1.91140866279602
1370066.625,-8465.421875,45819.296875,41607.6171875,1892918.5,25780412,2480161.5,806094.8125,3635998.5,189979280,448979.8125,4103.66748046875,160514.53125,17.0524349212646,-0.105364255607128,0.570286512374878,0.517866194248199,23.5600719451904,320.8740234375,30.8691482543945,10.0329999923706,45.2551879882812,2364.56323242188,5.58819437026978,0.0510759986937046,1.9978324174881
378851,-6281.03125,13331.9931640625,48244.6796875,1030208.5625,12131621,652873.0625,221282.78125,1423922.625,87558424,133880.09375,2047.81298828125,106816.4453125,10.4745397567749,-0.173659056425095,0.368605315685272,1.33387744426727,28.4833889007568,335.417205810547,18.0507507324219,6.11806535720825,39.3688659667969,2420.83081054688,3.70154047012329,0.056618295609951,2.95328831672668
6767373,271397.25,-4219.23876953125,399045.28125,9355535,103800992,9665409,5570471.5,5930170,452624032,2097631.25,32319.541015625,283543,24.3940258026123,0.978292644023895,-0.0152088878676295,1.43841946125031,33.7234497070312,374.166473388672,34.8404388427734,20.0796127319336,21.37619972229,1631.55212402344,7.56123113632202,0.116500705480576,1.02232086658478
6320376,1176116.625,-19880.564453125,215603.03125,16491880,119396040,15559138,19875052,25392416,406595424,2408000.75,44768.84375,100499.921875,16.5138320922852,3.07294893264771,-0.0519437938928604,0.563326001167297,43.0898628234863,311.957092285156,40.6528015136719,51.9293899536133,66.3451156616211,1062.34948730469,6.29160642623901,0.116971701383591,0.262597113847733
735900.5625,-12181.478515625,53494.3828125,21748.396484375,673418.1875,1528860,1092202.625,697637.9375,1104992.125,55511092,532684.875,1350.81384277344,44483.7578125,19.9618949890137,-0.330432415008545,1.45107817649841,0.589942753314972,18.2670097351074,41.4715576171875,29.6268749237061,18.9239902496338,29.9738006591797,1505.78308105469,14.4495058059692,0.0366419143974781,1.20665776729584
1025.36096191406,185.435684204102,804.168701171875,280.750030517578,33965.37109375,250974.328125,1212.01501464844,153.641708374023,6521.609375,1855293.5,822.64794921875,10007.232421875,286423.125,0.991829574108124,0.179371565580368,0.777870774269104,0.271568924188614,32.8546333312988,242.766952514648,1.17237961292267,0.148617312312126,6.30833959579468,1794.62158203125,0.795745670795441,9.67997550964355,280.013000488281
2822246.5,3436.91381835938,125915.296875,46658.640625,4141192.75,41938520,1803961.5,2305755.25,2249711.5,387935936,1645301.125,8054.28955078125,312706.875,15.1042709350586,0.0183938853442669,0.67388117313385,0.249710559844971,22.1630878448486,224.449127197266,9.65455150604248,12.3400812149048,12.0401430130005,2076.17919921875,8.80542278289795,0.0431054383516312,1.68263101577759
4802864,17299.2734375,112825.8671875,28660.865234375,2579211.75,32683126,1911032.75,2335124,2414174.75,360007552,1875257.5,5341.35693359375,154993.890625,31.7888298034668,0.114499107003212,0.746763229370117,0.189698353409767,17.0710906982422,216.320587158203,12.6485977172852,15.4555406570435,15.9787559509277,2382.79052734375,12.411810874939,0.0353529639542103,1.0258617401123
5610735.5,215676.5625,594256.3125,-51388.86328125,8591191,41668852,4562935,6271007,5901464,604489344,4449977,8904.197265625,279822.8125,18.6676921844482,0.717585742473602,1.97717297077179,-0.170977860689163,28.5840797424316,138.638031005859,15.1815156936646,20.8645076751709,19.6349868774414,2011.21960449219,14.8056888580322,0.0296254958957434,0.931046843528748
2545963,43472.72265625,57960.93359375,21324.552734375,4118660,26241542,1926172.875,1180923.75,1923967.625,362028448,1478150.625,8050.1416015625,365958.65625,17.5695304870605,0.30000251531601,0.399984747171402,0.147159397602081,28.4226131439209,181.091232299805,13.2923974990845,8.14947986602783,13.2771797180176,2498.33544921875,10.2006244659424,0.0555535182356834,2.52549242973328
609930.75,20241.48828125,124301.1484375,42846.91796875,1656899,25283364,456287.3125,1272494.375,1132408,252859808,539817.8125,6107.53173828125,290060.9375,4.64805936813354,0.154252976179123,0.947253584861755,0.326520681381226,12.6266212463379,192.675277709961,3.47719883918762,9.69721412658691,8.62966728210449,1926.9521484375,4.11375427246094,0.0465432666242123,2.22786569595337
8306383.5,30864.138671875,232864.984375,36710.46875,4055919.75,30789008,2152350.25,1857043.5,3642828,447314656,2819096.75,6067.71044921875,262875.90625,45.4570770263672,0.168905451893806,1.27436459064484,0.200899764895439,22.1962127685547,168.494293212891,11.7788381576538,10.1627578735352,19.9355487823486,2447.95043945312,15.4276399612427,0.033205833286047,1.43860077857971
1266908.5,-10811.5478515625,152285.609375,72652.2265625,1763690.875,20353154,1415437.125,1129685.375,941186,261347104,1168270.75,4862.50244140625,252066.390625,10.4458560943604,-0.089142881333828,1.25561833381653,0.599028825759888,14.5419034957886,167.814895629883,11.6704969406128,9.31443023681641,7.76022386550903,2154.84716796875,9.63257217407227,0.0400920808315277,2.09305667877197
6809176,-5090.7705078125,392286.78125,95660.59375,1827971.75,55840036,1847836.5,6454278.5,1156159.125,550283008,4074959.75,7838.97314453125,289797.53125,25.614538192749,-0.0191502962261438,1.47569179534912,0.359852939844131,6.87640523910522,210.057250976562,6.95113182067871,24.2794971466064,4.34920215606689,2070.03686523438,15.3290519714355,0.0294883958995342,1.09015095233917
2916236,-20114.53125,165342.359375,46216.46875,563751.875,17391162,879440.4375,1105310.5,640087.5,200893488,1503096.125,3284.44262695312,129331.703125,30.6113529205322,-0.211139634251595,1.7355774641037,0.485128313302994,5.91763067245483,182.552780151367,9.23137283325195,11.6023015975952,6.71891593933105,2108.7529296875,15.7778062820435,0.0344763696193695,1.3575781583786
3344549.75,-6426.5927734375,128620.9609375,30692.51171875,1926069,25767158,1160017.25,2345099.5,926206.4375,243667072,1421225.75,3566.88720703125,267245.8125,30.3726940155029,-0.0583615005016327,1.16803920269012,0.278726398944855,17.4911155700684,233.998016357422,10.5344076156616,21.2964363098145,8.41111278533936,2212.8017578125,12.9065074920654,0.0323917977511883,2.42692613601685
1086603.75,-21541.08203125,84177,35695.78125,651298.0625,4460917.5,1195655.625,580969.625,632267.6875,143007984,878952.5625,2367.52465820312,97798.03125,19.6322402954102,-0.389194011688232,1.52086997032166,0.644934415817261,11.7673435211182,80.5977325439453,21.6025371551514,10.4966831207275,11.423511505127,2583.80029296875,15.8804969787598,0.0427753105759621,1.76818227767944
750194.25,-4298.81201171875,102692.8671875,29712.86328125,1089044.875,10265110,416078.1875,1323718.5,702135.75,265981488,2359269,3336.30297851562,154575.109375,6.96498012542725,-0.0399111844599247,0.953424751758575,0.275861233472824,10.1109495162964,95.3036956787109,3.86296796798706,12.2897138595581,6.51879358291626,2469.43481445312,21.9040088653564,0.0309750232845545,1.43516504764557
3244031.75,-25894.771484375,150168.421875,51371.796875,1051973.875,21220894,997428.6875,1526616.625,1140516,261132496,1704235.625,4660.0322265625,201120.078125,27.5507926940918,-0.219918146729469,1.27534484863281,0.436288475990295,8.93416500091553,180.224014282227,8.47092533111572,12.9651927947998,9.68613147735596,2217.736328125,14.473669052124,0.0395765490829945,1.70806515216827
1354233.125,-28928.7109375,187476.5625,71100.8671875,1879937.25,13183732,1762083.875,736170.8125,3030548.25,395092544,2012214.125,17671.974609375,393628.875,9.35485649108887,-0.199835553765297,1.29506230354309,0.491155028343201,12.9863481521606,91.0714111328125,12.172233581543,5.08536672592163,20.9346103668213,2729.2451171875,13.9000988006592,0.122075572609901,2.71947026252747
3176256,-122700.1640625,289955.78125,181382.5,1632053.25,14536865,3223149.25,2700163,652683.9375,293419232,1313977.5,5213.0048828125,161288.453125,25.5922698974609,-0.988640606403351,2.33628106117249,1.46146595478058,13.1500568389893,117.128898620605,25.9701061248779,21.7562122344971,5.25891590118408,2364.18725585938,10.5872030258179,0.0420031100511551,1.29956078529358
1557593.625,-59684.75,205509.03125,97638.78125,2176492.5,6467163.5,1612209.5,1071075.875,2727929.5,207460384,1340788.875,11668.8017578125,345050.09375,14.0237369537354,-0.537369430065155,1.85029292106628,0.879087150096893,19.5959701538086,58.2268676757812,14.5154685974121,9.64339160919189,24.56081199646,1867.86193847656,12.0717430114746,0.105059623718262,3.12032008171082
8071539,-66694.9609375,335977.25,98704.296875,2909264.25,27566120,7451718,3041818.25,3111146,381739200,2270371.75,7181.361328125,173610.9375,42.7963218688965,-0.353625148534775,1.78139400482178,0.523342669010162,15.4252882003784,146.159057617188,39.509952545166,16.1281051635742,16.4956912994385,2024.02966308594,12.0377988815308,0.0380764864385128,0.920507192611694
946829.75,-6627.29296875,61390.96875,31047.197265625,1048374.8125,8980374,838578.6875,624464.375,855380.25,221088592,1653968.375,3891.55883789062,121303.734375,10.7425775527954,-0.0751921981573105,0.696532070636749,0.352256506681442,11.8946914672852,101.889877319336,9.51437854766846,7.08507204055786,9.70500659942627,2508.435546875,18.7656593322754,0.0441530011594296,1.37633943557739
4483658.5,-35180.7265625,193911.359375,54483.20703125,3327895,15410883,3199541,1134027.625,2629015.75,359515168,1560729.375,4109.6357421875,210280.03125,38.0534477233887,-0.298583835363388,1.64575326442719,0.462406724691391,28.2443180084229,130.794357299805,27.1549606323242,9.62465381622314,22.3128299713135,3051.25634765625,13.2461318969727,0.0348790623247623,1.78467655181885
1945556.125,-24889.44140625,71651.5234375,31831.365234375,1353754.125,5296375.5,1644550,699615.1875,507212.09375,121834992,531474.5625,1736.30908203125,85196.8984375,42.3170394897461,-0.54136061668396,1.55846464633942,0.692351698875427,29.4449825286865,115.199417114258,35.7699699401855,15.217059135437,11.0321741104126,2649.98583984375,11.5598974227905,0.0377657860517502,1.85308480262756
1091235.625,8290.271484375,93523.765625,10204.8017578125,393238.375,13757643,404994.75,946863.9375,470040.53125,156727808,1179782.625,2254.47314453125,93371.875,14.8355474472046,0.112707749009132,1.27147269248962,0.138736143708229,5.34614753723145,187.037658691406,5.50597763061523,12.8727874755859,6.39028644561768,2130.7431640625,16.0393600463867,0.0306499730795622,1.26942491531372
1982010.125,-4553.81103515625,328820.625,34845.48046875,1066291,27491760,984610.875,2834585,1237481.375,412435840,2756414.25,5933.5087890625,181219.703125,11.2716836929321,-0.0258975066244602,1.87000167369843,0.198166117072105,6.06399297714233,156.34553527832,5.59947824478149,16.1202735900879,7.03755187988281,2345.52099609375,15.6757173538208,0.0337438434362411,1.03060746192932
